Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName
Denis Ershov,M,SBD,Raw,19.5,20-23,19-23,Open,65.0,66,,,,,150.0,,,,,97.5,,,,,165.0,412.5,2,326.91,328.02,318.97,64.82,Yes,,,FPR,IPF,2013-05-18,Russia,IRK,Irkutsk,Irkutsk Oblast Powerlifting Cup
Nik Abdul Razzaq Haikal Bin Roslan,M,SBD,Raw,19.0,18-19,19-23,Men's Raw Junior,72.05,74,130.0,140.0,147.5,,147.5,85.0,90.0,97.5,,97.5,130.0,140.0,145.0,,145.0,390.0,7,287.24,286.0,276.82,58.06,Yes,,,MAP,IPF,2023-02-25,Malaysia,,,Strength Academy Classic
Jay Eager,M,SBD,Raw,19.5,20-23,19-23,Open,97.95,105,192.5,202.5,-212.5,,202.5,132.5,140.0,-145.0,,140.0,207.5,227.5,242.5,,242.5,585.0,3,363.37,359.06,343.09,74.64,Yes,,,PA,IPF,2016-03-13,Australia,VIC,Melbourne,Obsidian Classic IV
Nick Burnett,M,SBD,Raw,17.0,16-17,14-18,Junior/Senior,110.0,110,,,,,124.74,,,,,83.91,,,,,142.88,351.53,3,208.2,206.87,197.72,42.48,,,,USPF,,2005-04-23,USA,CA,Bakersfield,Kern County High School Powerlifting Championships
Konrad Obrzut,M,SBD,Raw,28.5,24-34,24-39,Seniorzy,92.3,93,200.0,210.0,215.0,,215.0,160.0,165.0,-170.0,,165.0,250.0,260.0,-265.0,,260.0,640.0,7,408.69,403.5,386.3,84.04,Yes,Poland,,PZKFiTS,IPF,2014-03-28,Poland,,Minsk Mazowiecki,Polish Classic Powerlifting Championships
Jordan Johnson #16,M,SBD,Raw,16.5,16-17,14-18,MR-O,73.45,75,190.0,-202.5,207.5,,207.5,-127.5,132.5,137.5,,137.5,195.0,207.5,212.5,,212.5,557.5,2,405.4,403.16,389.89,82.16,Yes,USA,OH,USAPL,,2022-12-10,USA,OH,,Zephyrs Winter Classic
Daniel Sabo,M,SBD,Raw,31.5,24-34,24-39,MR-O,78.5,83,150.0,157.5,165.0,,165.0,105.0,110.0,115.0,,115.0,175.0,180.0,-185.0,,180.0,460.0,10,320.79,317.87,306.53,65.51,Yes,USA,PA,USAPL,IPF,2017-09-24,USA,NJ,,New Jersey Heavy Metal Classic
David Zalucha,M,SBD,Raw,30.0,24-34,24-39,MR-O,81.2,82.5,167.5,177.5,185.0,,185.0,115.0,122.5,125.0,,125.0,200.0,210.0,217.5,,217.5,527.5,2,360.59,356.8,343.56,73.84,Yes,USA,MI,USAPL,,2022-09-03,USA,WI,,Stars And Stripes Open
Francisco Juan Bermejo,M,SBD,Raw,19.5,20-23,19-23,SNR,88.12,93,210.0,-217.5,220.0,,220.0,110.0,117.5,125.0,,125.0,245.0,260.0,-270.0,,260.0,605.0,2,395.44,390.49,374.59,81.27,Yes,,,AEP,IPF,2019-06-22,Spain,,Chiva,Open de Powerlifting
Jose Cuevas,M,SBD,Raw,31.0,24-34,24-39,Open,82.2,82.5,190.0,-215.0,215.0,222.5,215.0,132.5,140.0,-145.0,,140.0,-225.0,237.5,252.5,260.0,252.5,607.5,1,412.37,407.86,392.51,84.51,Yes,USA,TX,USPA,IPL,2020-02-08,USA,TX,San Antonio,Drug Tested Ill with the Steel 2
Jeremias Suarez,M,SBD,Raw,19.0,18-19,19-23,J18-19,98.3,100,222.0,236.0,245.0,,245.0,-132.0,139.0,-152.0,,139.0,198.0,209.0,227.0,,227.0,611.0,1,378.92,374.46,357.77,77.82,,USA,NC,USPC,,2022-01-08,USA,NC,Clayton,Raleigh Ruckus
Oscar Smith III,M,SBD,Raw,23.0,20-23,19-23,Juniors 20-23,108.5,110,,,,,205.0,,,,,140.0,,,,,237.5,582.5,1,346.8,344.27,328.92,70.84,,USA,MS,USPA,IPL,2018-05-05,USA,MS,D'Iberville,The Southern Elite Classic
Ivee Sanasinh,M,SBD,Raw,34.0,24-34,24-39,Open,87.7,,210.0,225.0,230.0,,230.0,120.0,125.0,127.5,,127.5,255.0,-272.5,,,255.0,612.5,12,401.33,396.34,380.29,82.48,Yes,,,OEVK,IPF,2021-07-10,Austria,,Dornbirn,Länderpokal im klassischen Kraftdreikampf
Draven Toothman,M,SBD,Raw,20.5,20-23,19-23,MR-Jr,108.2,110,180.0,190.0,195.0,,195.0,100.0,107.5,112.5,,112.5,200.0,-215.0,-227.5,,200.0,507.5,1,302.47,300.21,286.8,61.79,Yes,USA,SC,USAPL,,2022-05-21,USA,TX,,Meet Me at the Bar
Trystan Savage,M,SBD,Raw,22.0,20-23,19-23,Juniors 20-23,133.1,140,260.0,-272.5,-272.5,,260.0,130.0,140.0,145.0,,145.0,275.0,292.5,305.0,,305.0,710.0,1,394.78,399.93,381.47,78.99,,USA,CA,USPA,IPL,2021-11-13,USA,CA,Palmdale,AV Desert Wars
Tanner Compton,M,SBD,Raw,29.0,24-34,24-39,Open,122.3,125,215.0,227.5,232.5,,232.5,165.0,170.0,-175.0,,170.0,240.0,255.0,265.0,,265.0,667.5,3,380.96,382.12,366.12,76.96,Yes,USA,TX,USPA,IPL,2023-01-14,USA,TX,San Antonio,Drug Tested Primal Winter Classic
Chad Null,M,SBD,Raw,20.5,20-23,19-23,MR-Jr,87.6,93,177.5,192.5,205.0,,205.0,122.5,130.0,137.5,,137.5,215.0,227.5,-235.0,,227.5,570.0,1,373.71,369.06,354.13,76.8,Yes,USA,KY,USAPL,IPF,2017-06-03,USA,OH,,Non-Resident Ohio State Championship
Michael Yock,M,SBD,Raw,23.5,24-34,24-39,Open,99.7,105,180.0,197.0,207.0,,207.0,118.0,126.0,132.0,,132.0,207.0,227.0,235.0,,235.0,574.0,2,353.77,349.75,334.07,72.62,Yes,,,PA,WP,2019-05-05,Australia,VIC,Melbourne,Avia Performance Open
Clifford Shockley Jr,M,SBD,Raw,27.5,24-34,24-39,MR-O,103.99,105,-195.0,195.0,-197.5,,195.0,152.5,157.5,162.5,,162.5,195.0,197.5,200.0,,200.0,557.5,1,337.55,334.28,319.19,69.14,Yes,USA,FL,USAPL,IPF,2020-10-18,USA,FL,,38th Annual Florida State Championships
Vladislav Vershinin #3,M,SBD,Raw,17.5,18-19,14-18,Teen 17-18,92.7,93,,,,,150.0,,,,,100.0,,,,,160.0,410.0,1,261.27,257.95,246.92,53.72,Yes,,,FPR,IPF,2019-04-05,Russia,LEN,St. Petersburg,St. Petersburg Classic Powerlifting Cup
Bryce Martin,M,SBD,Raw,17.5,18-19,14-18,MR-O,90.2,93,-157.5,170.0,180.0,,180.0,97.5,102.5,-105.0,,102.5,187.5,195.0,210.0,,210.0,492.5,11,318.1,314.06,300.96,65.4,Yes,USA,AK,USAPL,IPF,2016-04-30,USA,AK,,32nd Alaska State Championship
Dimitrios Papadopoulos,M,SBD,Raw,16.0,16-17,14-18,Sub-Junior,82.6,83,140.0,150.0,155.0,,155.0,50.0,-60.0,,,50.0,130.0,140.0,,,140.0,345.0,2,233.54,230.95,222.21,47.87,Yes,,,HPF,IPF,2016-12-10,Greece,CM,Thessaloniki,Greek Nationals
Loïc Verbeke,M,SBD,Raw,19.0,18-19,19-23,Juniors,100.1,105,-195.0,195.0,205.0,,205.0,127.5,132.5,135.0,,135.0,230.0,250.0,-260.0,,250.0,590.0,3,363.0,358.92,342.81,74.5,Yes,Belgium,,VGPF,IPF,2023-09-16,Belgium,,Lokeren,Interclub 3
Andrew Labutka,M,SBD,Raw,20.5,20-23,19-23,MR-C,81.2,83,190.0,210.0,227.5,,227.5,110.0,122.5,130.0,,130.0,205.0,220.0,235.0,,235.0,592.5,2,405.02,400.77,385.89,82.93,Yes,USA,PA,USAPL,IPF,2016-02-27,USA,OH,,Collegiate Qualifier
Stanislav Budayev,M,SBD,Raw,22.5,20-23,19-23,Open,82.0,83,,,,,212.5,,,,,152.5,,,,,255.0,620.0,7,421.44,416.86,401.22,86.35,Yes,,,UkrainePF,IPF,2015-11-28,Ukraine,,Kolomyia,Ukrainian Classic Powerlifting Cup
Daniel Cirkovic,M,SBD,Raw,20.5,20-23,19-23,MR-Jr,82.25,83,150.0,165.0,175.0,,175.0,100.0,107.5,-112.5,,107.5,180.0,200.0,210.0,,210.0,492.5,10,334.19,330.53,318.08,68.49,Yes,USA,OH,USAPL,IPF,2018-10-27,USA,OH,,Midwestern Collegiate Cup
Nikolas Salafori,M,SBD,Raw,22.0,20-23,19-23,M-C-Open,90.4,93,147.5,152.5,157.5,,157.5,110.0,115.0,117.5,,117.5,160.0,172.5,180.0,,180.0,455.0,15,293.55,289.82,277.71,60.36,Yes,Scotland,,ScottishPL,IPF,2019-04-13,Scotland,,Edinburgh,Scottish Universities and College Championships
Kavan Donaghy,M,SBD,Raw,26.0,24-34,24-39,M_OCR_ABPU,79.7,82.5,165.0,175.0,-185.0,,175.0,-147.5,155.0,162.5,,162.5,215.0,227.5,-240.0,,227.5,565.0,1,390.46,386.64,372.6,79.84,Yes,,,BPU,WPC,2022-04-09,Wales,,Rhyl,Rhyl Qualifier
John Quinlivan,M,SBD,Raw,34.0,24-34,24-39,M_OR_AIPO,106.5,110,145.0,155.0,160.0,,160.0,72.5,80.0,87.5,,87.5,155.0,165.0,175.0,,175.0,422.5,1,253.37,251.24,239.95,51.82,Yes,,,IrishPO,IPL,2019-11-23,Ireland,,Limerick,National Charity Event
Chris Forman,M,SBD,Raw,21.0,20-23,19-23,TJ20-23,87.9,90,154.0,166.0,172.0,,172.0,114.0,120.0,125.0,,125.0,202.0,211.0,218.0,,218.0,515.0,2,337.05,332.84,319.33,69.27,Yes,USA,MD,USPC,,2023-05-06,USA,MD,Columbia,Free State Open
Steven Tassin,M,SBD,Raw,27.5,24-34,24-39,MR-O,100.5,105,210.0,220.0,-227.5,,220.0,125.0,132.5,-137.5,,132.5,220.0,227.5,237.5,,237.5,590.0,5,362.37,358.36,342.25,74.36,Yes,USA,TX,USAPL,IPF,2019-12-14,USA,TX,,Collegiate Cup & Texas Open
Adryan Alcaraz,M,SBD,Raw,22.5,20-23,19-23,MR-Jr,85.4,90,192.5,202.5,210.0,,210.0,112.5,-125.0,125.0,,125.0,225.0,-235.0,240.0,,240.0,575.0,3,382.12,377.54,362.69,78.46,Yes,USA,CA,USAPL,,2023-03-18,USA,CA,,Make Your Own Luck Open
Maksim Belmesov,M,SBD,Raw,37.0,35-39,24-39,Amateur Open,87.3,90,150.0,160.0,170.0,,170.0,120.0,125.0,130.0,,130.0,180.0,190.0,200.0,,200.0,500.0,4,328.4,324.34,311.27,67.48,Yes,,,NAP,IPA,2020-09-19,Ukraine,,Gurzuf,Power of Taurus 2
Javier Esparza,M,SBD,Raw,26.0,24-34,24-39,M_OR_APF,89.9,90,175.0,182.5,192.5,,192.5,130.0,-137.5,-137.5,,130.0,205.0,227.5,237.5,,237.5,560.0,1,362.3,357.7,342.84,74.49,,,,APF,WPC,2020-12-19,USA,TX,,Lifting Spirits Annual Invitational
Brian Le #5,M,SBD,Raw,19.0,18-19,19-23,Juniors 18-19,71.5,75,182.5,190.0,-200.0,,190.0,137.5,-145.0,147.5,,147.5,227.5,-252.5,255.0,,255.0,592.5,1,438.64,436.97,423.08,88.56,,USA,CA,USPA,IPL,2022-08-20,USA,CA,Marysville,Marysville Classic
Joseph Son,M,SBD,Raw,21.5,20-23,19-23,MR-Jr,65.9,66,-137.5,137.5,-145.0,,137.5,82.5,87.5,-90.0,,87.5,172.5,-187.5,-187.5,,172.5,397.5,4,311.8,312.51,303.69,62.01,Yes,USA,CA,USAPL,IPF,2020-01-18,USA,CA,,Blueprint Collegiate Classic
Jared Singleton,M,SBD,Raw,40.0,40-44,40-49,Masters 40-44,89.4,90,,,,,210.0,,,,,132.5,,,,,210.0,552.5,1,358.46,353.92,339.3,73.69,,USA,OH,USPA,IPL,2018-03-31,USA,OH,Toledo,Main Street Mayhem
Joseph Coale,M,SBD,Raw,19.0,18-19,19-23,Juniors 18-19,103.9,110,,,,,220.0,,,,,115.0,,,,,210.0,545.0,2,330.1,326.89,312.13,67.62,,USA,MD,USPA,IPL,2017-01-07,USA,NC,Raleigh,2nd Annual Raleigh Ruckus
Jahmen Zimmerman,M,SBD,Raw,18.0,18-19,,Juniors 18-19,79.7,82.5,200.0,-207.5,-207.5,,200.0,-110.0,-110.0,110.0,,110.0,240.0,247.5,257.5,,257.5,567.5,1,392.19,388.35,374.25,80.19,,USA,IA,USPA,IPL,2020-08-01,USA,IA,Des Moines,22nd Street Barbell Open
Wojciech Pinkas,M,SBD,Raw,20.5,20-23,19-23,Seniorzy,81.4,83,150.0,155.0,-157.5,,155.0,90.0,95.0,-100.0,,95.0,170.0,185.0,-200.0,,185.0,435.0,47,296.93,293.79,282.85,60.81,Yes,,,PZKFiTS,IPF,2019-05-03,Poland,,Katowice,Polish University Championships
Grigoriy Igolkin,M,SBD,Raw,21.5,20-23,19-23,Open,52.95,53,,,,,77.5,,,,,70.0,,,,,145.0,292.5,1,275.43,281.68,277.1,51.3,Yes,,,FPR,IPF,2015-03-27,Russia,LEN,St. Petersburg,St. Petersburg University Classic Powerlifting Championships
Anthony Dang,M,SBD,Raw,23.5,24-34,24-39,MR-O,81.05,82.5,142.5,152.5,162.5,,162.5,82.5,90.0,97.5,,97.5,175.0,185.0,195.0,,195.0,455.0,3,311.36,308.11,296.7,63.75,Yes,USA,NV,USAPL,,2023-01-28,USA,NV,,Nevada State Championships & Fight or Quit Open
Dmitriy Matyson,M,SBD,Raw,35.5,35-39,24-39,Open,83.0,83,,,,,180.0,,,,,112.5,,,,,232.5,525.0,6,354.42,350.44,337.1,72.67,Yes,,,FPR,IPF,2019-11-14,Russia,KGD,Guryevsk,VMS Tatyana Yeltsova Tournament
DeVante Willis,M,SBD,Raw,20.5,20-23,19-23,MR-Jr,137.65,140,260.0,275.0,-280.0,,275.0,-162.5,162.5,170.0,,170.0,210.0,-220.0,220.0,,220.0,665.0,2,366.18,372.56,354.56,72.98,Yes,USA,GA,USAPL,,2023-06-17,USA,NC,,Southeast Regionals
Jason Toner,M,SBD,Raw,27.5,24-34,24-39,MR-O,79.4,83,195.0,-202.5,-202.5,,195.0,125.0,130.0,-137.5,,130.0,230.0,-235.0,-235.0,,230.0,555.0,1,384.41,380.71,366.95,78.58,Yes,USA,DC,USAPL,IPF,2017-04-01,USA,DC,,District Open
Will Ivey,M,SBD,Raw,20.5,20-23,19-23,MR-Jr,82.6,83,182.5,-192.5,200.0,,200.0,125.0,132.5,135.0,,135.0,220.0,232.5,250.0,,250.0,585.0,5,396.0,391.61,376.79,81.18,Yes,USA,TX,USAPL,IPF,2018-02-17,USA,TX,,Aggie Showdown
Chris Gordon-Brown,M,SBD,Raw,33.5,24-34,24-39,Open,101.05,105,157.5,172.5,182.5,,182.5,130.0,-135.0,-140.0,,130.0,195.0,215.0,-230.0,,215.0,527.5,2,323.23,319.71,305.32,66.31,Yes,,,PA,WP,2018-12-01,Australia,NSW,Brisbane,Iron Underground
Luca Baccini,M,SBD,Raw,19.5,20-23,19-23,Junior,72.87,74,190.0,200.0,-205.0,,200.0,100.0,105.0,-110.0,,105.0,205.0,-215.0,215.0,,215.0,520.0,9,380.11,378.19,365.88,76.95,Yes,,,FIPL,IPF,2018-05-31,Italy,,San Zenone al Lambro,1° Campionato Italiano Classic Sub-Junior e Junior
Kevin Jamieson,M,SBD,Raw,39.0,35-39,24-39,MR-O,147.5,120+,192.5,205.0,215.0,,215.0,107.5,120.0,-125.0,,120.0,210.0,217.5,227.5,,227.5,562.5,1,303.86,311.97,295.34,60.08,Yes,USA,CA,USAPL,IPF,2017-12-16,USA,CA,,NorCal Winter Classic
Vlad Matyukhin,M,SBD,Raw,21.5,20-23,19-23,Open,70.25,74,,,,,107.5,,,,,72.5,,,,,145.0,325.0,9,243.52,242.89,235.35,49.02,Yes,,,FPR,IPF,2020-02-28,Russia,KYA,Krasnoyarsk,Krasnoyarsk Classic Powerlifting Championships
Joel Sanchez #4,M,SBD,Raw,25.0,24-34,24-39,Open,93.3,100,,,,,178.0,,,,,130.0,,,,,200.0,507.5,5,322.4,318.32,304.63,66.29,Yes,USA,CA,USPA,IPL,2017-06-10,USA,CA,Long Beach,Drug-Tested Metroflex Classic
William Estrada,M,SBD,Raw,19.0,18-19,19-23,Juniors 18-19,70.1,75,100.0,110.0,132.5,,132.5,-70.0,77.5,-82.5,,77.5,162.5,172.5,-182.5,,172.5,382.5,1,287.03,286.33,277.47,57.76,,USA,NJ,USPA,IPL,2022-11-19,USA,NJ,Kenilworth,Never Alone Charity Powerlifting Classic
Caleb Wong,M,SBD,Raw,21.5,20-23,19-23,Juniors,76.4,77,182.5,-190.0,-190.0,,182.5,122.5,-127.5,-127.5,,122.5,222.5,-230.0,-230.0,,222.5,527.5,3,374.04,371.13,358.32,76.17,Yes,Australia,,WP,WP,2018-12-14,Australia,QLD,Brisbane,Oceania Championships
Justin Yee,M,SBD,Raw,22.5,20-23,19-23,MR-Jr,80.65,82.5,230.0,245.0,-257.5,,245.0,142.5,150.0,152.5,,152.5,250.0,270.0,-285.0,,270.0,667.5,1,458.09,453.4,436.7,93.76,Yes,USA,PA,USAPL,,2023-11-11,USA,PA,,Philadelphia Far Beyond Driven
Robin Moshrefzadeh,M,SBD,Raw,29.5,24-34,24-39,MR-O,123.2,125,145.0,152.5,157.5,,157.5,-85.0,90.0,-95.0,,90.0,145.0,152.5,170.0,,170.0,417.5,2,237.72,238.63,228.57,47.98,Yes,USA,MN,USAPL,,2022-07-16,USA,NY,,2nd Annual Barbell and Brine Summer Classic
Ray Marroquin,M,SBD,Raw,33.0,24-34,24-39,Open,86.2,90,,,,,200.0,,,,,122.5,,,,,227.5,550.0,5,363.68,359.25,344.98,74.7,Yes,USA,CA,USPA,IPL,2019-05-18,USA,CA,Long Beach,Drug Tested Metroflex Classic
Kurt Pickard,M,SBD,Raw,29.0,24-34,24-39,Open,97.8,100,265.0,275.0,285.0,,285.0,190.0,-200.0,200.0,,200.0,265.0,275.0,285.0,,285.0,770.0,1,478.61,472.92,451.89,98.31,,,,IPL-NZ,IPL,2020-08-22,New Zealand,WKO,Hamilton,National Championships
Alexander Wiliams,M,SBD,Raw,27.0,24-34,24-39,Open,98.2,100,182.5,212.5,227.5,,227.5,142.5,167.5,-177.5,,167.5,225.0,242.5,262.5,,262.5,657.5,6,407.94,403.13,385.17,83.78,,USA,UT,USPA,IPL,2021-10-16,USA,CA,Vista,West Coast Classic
Derrick Tyrone Simmmons II,M,SBD,Raw,22.0,20-23,19-23,M_JR_AAPF,97.8,100,227.5,232.5,237.5,,237.5,-167.5,167.5,-182.5,,167.5,232.5,245.0,255.0,,255.0,660.0,1,410.24,405.36,387.34,84.27,Yes,,,APF,WPC,2014-03-15,USA,IL,Sycamore,IL State Meet
Jaime Ortiz,M,SBD,Raw,31.5,24-34,24-39,Open,114.0,120,-260.0,260.0,270.0,,270.0,160.0,167.5,-172.5,,167.5,275.0,292.5,-302.5,,292.5,730.0,2,426.73,425.17,406.85,86.81,Yes,Peru,,FESUPO,IPF,2021-12-08,Ecuador,,,XXXV Campeonato Sudamericano
Oleg Yakovlev,M,SBD,Raw,35.5,35-39,24-39,Open,92.25,93,,,,,220.0,,,,,165.0,,,,,250.0,635.0,9,405.6,400.45,383.39,83.4,Yes,Russia,,FPR,IPF,2020-12-18,Russia,LEN,St. Petersburg,St. Petersburg Classic Powerlifting Championships
Collin Hagerman,M,SBD,Raw,25.5,24-34,24-39,MR-O,106.1,110,170.0,182.5,197.5,,197.5,120.0,127.5,137.5,,137.5,250.0,272.5,,,272.5,607.5,1,364.86,361.71,345.43,74.64,Yes,USA,OK,USAPL,,2022-01-29,USA,OK,,Red River Showdown
Jared Senne,M,SBD,Raw,24.0,24-34,24-39,Open,74.0,75,,,,,160.0,,,,,100.0,,,,,195.0,455.0,3,329.26,327.29,316.42,66.8,,USA,NV,USPA,IPL,2017-10-14,USA,AZ,Phoenix,Phoenix Europa
David Lyons,M,SBD,Raw,23.0,20-23,,Open,79.83,82.5,207.5,215.0,222.5,,222.5,165.0,170.0,-172.5,,170.0,230.0,237.5,-240.0,,237.5,630.0,3,434.96,430.68,415.01,88.95,Yes,USA,NY,RAW,,2016-06-11,USA,,,American Challenge
Michael Pucci,M,SBD,Raw,28.5,24-34,24-39,MR-O,92.1,93,235.0,247.5,252.5,,252.5,170.0,180.0,187.5,,187.5,237.5,245.0,255.0,,255.0,695.0,3,444.28,438.63,419.98,91.35,Yes,USA,,USAPL,IPF,2015-07-25,USA,FL,,Central Florida Championship
Jarett Butler,M,SBD,Raw,17.0,16-17,14-18,Juniors 16-17,135.5,140,132.5,147.5,162.5,,162.5,95.0,105.0,115.0,,115.0,177.5,197.5,212.5,,212.5,490.0,1,271.04,275.2,262.16,54.12,,USA,IA,USPA,IPL,2021-10-09,USA,IA,Des Moines,Iowa State Championship
Arne Riobello,M,SBD,Raw,19.0,18-19,19-23,Juniors,90.2,93,160.0,170.0,-175.0,,170.0,105.0,110.0,117.5,,117.5,205.0,215.0,220.0,,220.0,507.5,1,327.78,323.62,310.13,67.39,Yes,Belgium,,VGPF,IPF,2022-04-02,Belgium,,Leuven,Interclub 2
Maksim Lysov,M,SBD,Raw,21.5,20-23,19-23,Pro Juniors 20-23,89.4,90,240.0,255.0,270.0,,270.0,150.0,-160.0,165.0,,165.0,240.0,255.0,270.0,,270.0,705.0,1,457.4,451.61,432.95,94.03,,,,WPC-RUS,WPC,2013-10-08,Russia,SAR,Saratov,Silver Barbell
Timothée Pancrate,M,SBD,Raw,20.0,20-23,19-23,Juniors,76.9,83,130.0,140.0,155.0,,155.0,95.0,100.0,-102.5,,100.0,180.0,-182.5,190.0,,190.0,445.0,G,314.27,311.71,300.87,64.05,Yes,,,FFForce,IPF,2016-12-10,France,,Leucate,Régional FA PL DC BP Occitanie
Ian Bennett,M,SBD,Raw,35.0,35-39,24-39,Submasters 35-39,72.9,75,145.0,150.0,-155.0,,150.0,105.0,107.5,112.5,,112.5,210.0,220.0,228.0,-230.0,228.0,490.5,1,358.45,356.63,345.01,72.57,Yes,,,RAW-CAN,,2018-05-05,Canada,AB,Calgary,Alberta Provincials
Zach Tucker,M,SBD,Raw,22.0,20-23,19-23,Open,76.0,82.5,,,,,160.0,,,,,105.0,,,,,190.0,455.0,4,323.7,321.27,310.25,65.88,,USA,OH,IPL,IPL,2017-11-11,USA,OH,Dayton,Midwest Open
Aleksandr Yurev,M,SBD,Raw,38.0,35-39,24-39,Pro Open,81.9,82.5,200.0,215.0,-225.0,,215.0,130.0,-142.5,-145.0,,130.0,225.0,240.0,-250.0,,240.0,585.0,3,397.92,393.62,378.87,81.53,,Russia,,WRPF,WRPF,2019-12-28,Russia,STA,Stavropol,European Cup
Dylan Morrissey,M,SBD,Raw,21.0,20-23,19-23,M-O,101.2,105,210.0,220.0,230.0,,230.0,120.0,130.0,-140.0,,130.0,240.0,260.0,275.0,,275.0,635.0,2,388.86,384.64,367.32,79.77,Yes,,,IrishPF,IPF,2021-09-23,Ireland,,,Junior & Master Nationals
Cameron Oakley,M,SBD,Raw,16.5,16-17,14-18,MR-T2,78.6,83,125.0,127.5,-145.0,,127.5,102.5,112.5,117.5,,117.5,142.5,155.0,170.0,,170.0,415.0,1,289.19,286.54,276.3,59.06,Yes,USA,CA,USAPL,IPF,2018-11-17,USA,CA,Mountain View,Boss of NorCal 8
Kyle Graham,M,SBD,Raw,20.5,20-23,19-23,Juniors,77.45,83,212.5,225.0,237.5,,237.5,112.5,125.0,-127.5,,125.0,217.5,222.5,,,222.5,585.0,8,411.32,407.84,393.52,83.89,Yes,Canada,ON,CPU,IPF,2019-10-04,Canada,ON,Kanata,Ontario Junior Provincials
Andrea Castaldo,M,SBD,Raw,29.5,24-34,24-39,Open,89.38,93,157.5,167.5,172.5,,172.5,115.0,120.0,-127.5,,120.0,185.0,195.0,200.0,,200.0,492.5,35,319.57,315.52,302.49,65.7,Yes,,,FIPL,IPF,2017-06-09,Italy,,Taneto di Gattatico,III Campionato Classic di Powerlifting
Joseph Netzer,M,SBD,Raw,39.0,35-39,40-49,MR-O-MW,96.2,,157.5,165.0,172.5,,172.5,100.0,105.0,110.0,,110.0,202.5,215.0,227.5,,227.5,510.0,17,319.38,315.46,301.58,65.63,Yes,USA,MO,USAPL,,2022-08-13,USA,MO,,Ozark Mountain Classic
Brian Fong,M,SBD,Raw,40.0,40-44,40-49,RM 40-44,89.36,90,,,,,115.0,,,,,80.0,,,,,87.5,282.5,1,183.33,181.01,173.53,37.69,Yes,USA,CA,AAU,,2021-09-24,USA,NV,Las Vegas,World Championships & Junior Olympic Games
Arthur Hernandez,M,SBD,Raw,16.5,16-17,14-18,MR-T,79.8,83,142.5,-160.0,-160.0,,142.5,100.0,107.5,112.5,,112.5,160.0,167.5,187.5,,187.5,442.5,3,305.58,302.57,291.57,62.49,Yes,USA,GA,USAPL,IPF,2019-12-07,USA,GA,,Season of Strength
Joseph Keeley,M,SBD,Raw,17.0,16-17,14-18,MR-V,78.6,83,50.0,,,,50.0,100.0,110.0,115.0,,115.0,190.0,210.0,-220.0,,210.0,375.0,3,261.32,258.92,249.67,53.37,Yes,USA,NV,USAPL,IPF,2019-11-22,USA,NV,,American Iron and Nevada High School Championships
Stanislav Kanzafarov,M,SBD,Raw,28.5,24-34,24-39,Open,66.7,67.5,80.0,90.0,100.0,,100.0,75.0,-85.0,-85.0,,75.0,100.0,115.0,125.0,,125.0,300.0,3,233.24,233.54,226.82,46.51,,Ukraine,,UPC,UPC,2016-12-03,Ukraine,,Kyev,Kyev Cup
Jack Conroy,M,SBD,Raw,23.0,20-23,24-39,M-O,80.6,83,167.5,-177.5,177.5,,177.5,97.5,102.5,105.0,,105.0,197.5,212.5,220.0,,220.0,502.5,11,344.98,341.45,328.89,70.6,Yes,,,IrishPF,IPF,2022-06-11,N.Ireland,,Belfast,June Open
監物 巧弥,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,81.15,83,150.0,155.0,-160.0,,155.0,85.0,-90.0,-90.0,,85.0,190.0,195.0,200.0,,200.0,440.0,2,300.88,297.73,286.69,61.61,Yes,,,JPA,IPF,2023-03-17,Japan,,Kiyama,The 27th Japan Classic Powerlifting Championships
Dylan Kay,M,SBD,Raw,17.0,16-17,14-18,MR-O,98.37,105,170.0,185.0,200.0,,200.0,120.0,130.0,-140.0,,130.0,170.0,185.0,-195.0,,185.0,515.0,2,319.28,315.53,301.46,65.57,Yes,,,EPA,IPF,2023-07-08,England,SW,Gloucester,Wiltshire and Gloucestershire Powerlifting Championships
Henry Elsea,M,SBD,Raw,38.0,35-39,24-39,Open,122.92,125,206.38,229.06,-238.14,,229.06,92.99,-102.06,-102.06,,92.99,215.46,238.14,247.21,,247.21,569.26,1,324.36,325.53,311.84,65.49,Yes,USA,VA,APA,WPA,2021-12-04,USA,WV,Martinsburg,West Virginia State Championships
Jakob S Kristensen,M,SBD,Raw,23.5,24-34,24-39,Open,91.42,93,130.0,140.0,150.0,,150.0,90.0,100.0,-105.0,,100.0,180.0,190.0,-200.0,,190.0,440.0,17,282.29,278.7,266.93,58.05,Yes,,,DSF,IPF,2023-08-26,Denmark,,Haderslev,JM Klassisk Styrkeløft Herrer
